Name,body type,Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,,15.32663265,mean 2 seats
Audi,sedan,7,37500,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,32,,,
Audi,sedan,5,55975,Diesel,Automatic,Second,17.68 kmpl,1968 CC,174.33 bhp,5,35.92,,,
Audi,sedan,7,55985,Petrol,Automatic,First,13.53 kmpl,1984 CC,177.01 bhp,5,23.5,,,
Audi,sedan,6,58953,Petrol,Automatic,First,13.53 kmpl,1984 CC,177.01 bhp,5,24.22,,,
Audi,sedan,13,48040,Diesel,Automatic,Second,16.77 kmpl,2967 CC,241.38 bhp,7,12.07,,,
Audi,sedan,11,50000,Diesel,Automatic,Third,16.77 kmpl,2967 CC,241.38 bhp,5,21,,,
Audi,sedan,14,45000,Diesel,Automatic,Second,16.77 kmpl,2967 CC,241.38 bhp,5,11.5,,,
Audi,sedan,13,52830,Diesel,Automatic,Second,16.77 kmpl,2967 CC,241.38 bhp,5,8.08,,,
Audi,sedan,14,50000,Diesel,Automatic,Second,16.77 kmpl,2967 CC,241.38 bhp,5,7.5,,,
Audi,sedan,8,56000,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5,24,,,
Audi,sedan,8,62000,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,7,25,,,
Audi,sedan,5,36824,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5,39.84,,,
Audi,sedan,7,20000,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5,35.5,,,
Audi,sedan,6,47000,Petrol,Automatic,First,15.26 kmpl,1798 CC,187.74 bhp,5,24.5,,,
Audi,sedan,4,22000,Petrol,Automatic,First,15.26 kmpl,1798 CC,187.74 bhp,5,41.5,,,
Audi,sedan,11,42000,Diesel,Automatic,First,14.4 kmpl,2967 CC,241.4 bhp,5,28.75,,,
Audi,sedan,8,60336,Diesel,Automatic,Second,14.4 kmpl,2967 CC,241.4 bhp,5,24.94,,,
Audi,sedan,10,24720,Diesel,Automatic,Second,18.0 kmpl,2967 CC,241.4 bhp,5,28,,,
Audi,sedan,10,56000,Diesel,Automatic,First,11.8 kmpl,2967 CC,246.7 bhp,5,45,,,
Audi,sedan,13,55000,Diesel,Automatic,First,11.8 kmpl,2967 CC,246.7 bhp,5,13.5,,,
Audi,suv,8,60000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,20,,,
Audi,suv,9,105000,Diesel,Automatic,First,17.32 kmpl,1968 CC,150 bhp,5,19,,,
Audi,suv,9,60000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,22,,,
Audi,suv,8,65630,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,21.75,,,
Audi,suv,9,60000,Diesel,Automatic,First,17.32 kmpl,1968 CC,184 bhp,7,21,,,
Audi,suv,9,45000,Diesel,Automatic,First,17.32 kmpl,1968 CC,184 bhp,5,15.25,,,
Audi,suv,6,45000,Diesel,Automatic,First,17.32 kmpl,1968 CC,184 bhp,5,27,,,
Audi,suv,9,84000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,17.75,,,
Audi,suv,9,60000,Diesel,Automatic,Second,15.73 kmpl,1968 CC,174.33 bhp,5,14.5,,,
Audi,suv,8,65000,Diesel,Automatic,Second,15.73 kmpl,1968 CC,174.33 bhp,5,21.5,,,
Audi,suv,9,63716,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,23,,,
Audi,suv,7,48000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,18.25,,,
Audi,suv,7,48000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,18.75,,,
Audi,suv,7,64103,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,19.9,,,
Audi,suv,7,76927,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,22.75,,,
Audi,suv,6,42000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,23.5,,,
Audi,suv,5,31000,Diesel,Automatic,First,18.51 kmpl,1968 CC,147.51 bhp,5,27,,,
Audi,suv,4,22060,Diesel,Automatic,First,18.51 kmpl,1968 CC,147.51 bhp,5,32.73,,,
Audi,suv,5,37542,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,25.71,,,
Audi,suv,7,61000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,7,25,,,
Audi,suv,7,110000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,19,,,
Audi,suv,7,28000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,23.75,,,
Audi,suv,6,86642,Diesel,Automatic,First,15.17 kmpl,1968 CC,181 bhp,4,20.37,,,
Audi,suv,6,58661,Diesel,Automatic,First,15.17 kmpl,1968 CC,181 bhp,5,28.03,,,
Audi,suv,7,51000,Diesel,Automatic,First,15.17 kmpl,1968 CC,181 bhp,5,27.5,,,
Audi,suv,7,38000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,29,,,
Audi,suv,5,42366,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,31.93,,,
Audi,suv,7,56000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5,35,,,
Audi,suv,9,71000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5,21.5,,,
Audi,suv,9,72000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5,29,,,
Audi,suv,6,43000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5,39.5,,,
Audi,suv,10,74500,Diesel,Automatic,Second,14.16 kmpl,1968 CC,174.3 bhp,5,15,,,
Audi,suv,9,44000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5,32.5,,,
Audi,suv,8,87652,Diesel,Automatic,Second,14.16 kmpl,1968 CC,174.3 bhp,5,25.71,,,
Audi,suv,7,60146,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,7,29.64,,,
Audi,suv,8,53900,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,7,29,,,
Audi,suv,8,50000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5,35,,,
Audi,suv,9,13452,Diesel,Automatic,First,12.8 kmpl,1968 CC,167.6 bhp,7,25.46,,,
Audi,suv,11,53000,Diesel,Automatic,First,12.8 kmpl,1968 CC,167.6 bhp,5,23,,,
Audi,suv,9,80127,Diesel,Automatic,First,12.8 kmpl,1968 CC,167.6 bhp,5,23.68,,,
Audi,suv,8,44999,Diesel,Automatic,First,12.8 kmpl,1968 CC,167.6 bhp,7,25,,,
Audi,suv,9,12467,Diesel,Automatic,First,12.8 kmpl,1968 CC,167.6 bhp,5,25.64,,,
Audi,suv,13,99100,Petrol,Automatic,Second,9.74 kmpl,1984 CC,208 bhp,7,10,,,
Audi,suv,11,59967,Petrol,Automatic,First,9.74 kmpl,1984 CC,208 bhp,7,18,,,
Audi,suv,8,25000,Diesel,Automatic,First,12.19 kmpl,2967 CC,236 bhp,5,44,,,
Audi,suv,4,32496,Diesel,Automatic,First,13.22 kmpl,2967 CC,241.4 bhp,5,45.62,,,
Audi,suv,7,63000,Diesel,Automatic,First,13.22 kmpl,2967 CC,241.4 bhp,7,34.5,,,
Audi,suv,7,11964,Diesel,Automatic,First,13.22 kmpl,2967 CC,241.4 bhp,5,32.95,,,
Audi,suv,5,43827,Diesel,Automatic,First,13.22 kmpl,2967 CC,241.4 bhp,5,36.83,,,
Audi,suv,4,29091,Diesel,Automatic,First,13.22 kmpl,2967 CC,241.4 bhp,5,45.52,,,
Audi,suv,5,40318,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5,43.74,,,
Audi,suv,7,52000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5,25.49,,,
Audi,suv,8,38000,Diesel,Automatic,Second,14.16 kmpl,1968 CC,174.3 bhp,5,39,,,
Audi,suv,8,38000,Diesel,Automatic,Second,14.16 kmpl,1968 CC,174.3 bhp,5,38.95,,,
Audi,suv,7,42747,Diesel,Automatic,Second,14.16 kmpl,1968 CC,174.3 bhp,5,39.47,,,
Audi,suv,7,63000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5,36,,,
Audi,suv,6,47293,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5,38.72,,,
Audi,suv,11,98000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,5,22,,,
Audi,suv,10,91743,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,5,28.55,,,
Audi,suv,8,118218,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,5,31.41,,,
Audi,suv,14,99000,Diesel,Automatic,Third,12.07 kmpl,2967 CC,241.4 bhp,5,12.95,,,
Audi,suv,13,94000,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,5,12,,,
Audi,suv,7,46983,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7,43.35,,,
Audi,suv,7,53735,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,5,38.94,,,
Audi,suv,10,79000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,5,39,,,
Audi,suv,8,51076,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,34.88,,,
Audi,suv,8,72469,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,5,32.52,,,
Audi,suv,7,50000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,5,47.5,,,
Audi,suv,8,45000,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,5,37.9,,,
Audi,suv,6,31075,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,5,49.79,,,
Audi,suv,8,58000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,5,32,,,
Audi,suv,7,55662,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,42.83,,,
Audi,suv,4,11287,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,5,70.36,,,
Audi,suv,14,120300,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,5,18,,,
Audi,suv,10,88000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,5,36.5,,,
Audi,suv,8,60000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,5,45,,,
Audi,suv,8,102865,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,30.5,,,
Audi,suv,7,65938,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,5,38,,,
Audi,suv,6,72132,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7,39,,,
Audi,suv,7,21000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,5,48,,,
Audi,suv,6,28733,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,5,53.11,,,
Audi,suv,7,21000,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,5,52.5,,,
Audi,suv,6,32545,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,5,48.76,,,
Audi,suv,6,45180,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,50.22,,,
Audi,suv,14,71000,Petrol,Automatic,First,8.3 kmpl,4134 CC,250 bhp,5,11.99,,,
Audi,suv,6,51002,Diesel,Automatic,First,11.33 kmpl,4134 CC,335.2 bhp,5,48.91,,,
Audi,suv,8,79926,Diesel,Automatic,First,11.33 kmpl,4134 CC,335.2 bhp,5,29.77,,,
Audi,suv,8,50000,Diesel,Automatic,First,11.33 kmpl,4134 CC,335.2 bhp,5,51,,,
Audi,suv,7,50000,Diesel,Automatic,First,11.33 kmpl,4134 CC,335.2 bhp,5,48,,,
Audi,suv,12,73000,Diesel,Automatic,First,11.33 kmpl,4134 CC,335.2 bhp,5,17.51,,,
Audi,suv,7,56238,Diesel,Automatic,First,11.33 kmpl,4134 CC,335.2 bhp,5,51.69,,,
Audi,suv,3,6773,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,5,72.94,,,
Audi,suv,5,97430,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,7,62.67,,,
Audi,suv,6,20002,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,5,67,,,
Audi,suv,5,59500,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,5,68,,,
Audi,sedan,9,23000,Petrol,Automatic,First,11.05 kmpl,2894 CC,444 bhp,5,37,,,
Audi,sedan,9,23312,Petrol,Automatic,First,11.05 kmpl,2894 CC,444 bhp,5,40.5,,,
Audi,sedan,9,12100,Petrol,Automatic,First,9.9 kmpl,1984 CC,207.8 bhp,5,29.5,,,
Audi,sedan,8,14262,Petrol,Automatic,First,9.9 kmpl,1984 CC,207.8 bhp,5,27.35,,,
Audi,sedan,10,7000,Petrol,Automatic,First,14.33 kmpl,1984 CC,226.6 bhp,5,35,,,
Bentley,sedan,16,48000,Petrol,Automatic,First,8.6 kmpl,5998 CC,552 bhp,4,59,,,
BMW,hatchback,7,31821,Diesel,Automatic,First,20.58 kmpl,1995 CC,143 bhp,5,17.22,,,
BMW,hatchback,7,46001,Diesel,Automatic,First,20.58 kmpl,1995 CC,143 bhp,5,16,,,
BMW,hatchback,9,51000,Diesel,Automatic,Second,20.58 kmpl,1995 CC,143 bhp,5,17,,,
BMW,sedan,12,77849,Petrol,Automatic,Second,10.9 kmpl,2497 CC,215 bhp,5,11.27,,,
BMW,sedan,13,70521,Petrol,Automatic,Second,10.9 kmpl,2497 CC,215 bhp,5,10.3,,,
BMW,sedan,11,43706,Petrol,Automatic,First,10.9 kmpl,2497 CC,215 bhp,5,9,,,
BMW,sedan,10,39000,Petrol,Automatic,Second,12.05 kmpl,1995 CC,154 bhp,5,15,,,
BMW,sedan,8,32982,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,18.55,,,
BMW,sedan,13,137000,Diesel,Automatic,Second,13.2 kmpl,1995 CC,170 bhp,5,9,,,
